CrimeDataExport_2_view_8487712380991318488
OBJECTID,Report Number,OffID,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,CAD ID,Report ID,x,y
122205,231530651,50922752614,6/2/2023 4:00:05 PM,6/2/2023 1:45:00 PM,6/2/2023 1:50:00 PM,Friday,6,1,111,3445 MARTIN LUTHER KING JR DR SW,Church/ Synagogue/ Temple/ Mosque,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.500221,33.756144,Adamsville,H,10,Part I,,a51f8682-676b-4f01-942c-8c47578442dc,,,-84.500221,33.7561440000001
122208,231530796,50922661321,6/2/2023 4:00:11 PM,6/2/2023 2:30:00 PM,6/2/2023 3:15:00 PM,Friday,6,5,501,1132 TECHWOOD DR NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.392731,33.785503,Home Park,E,3,Part I,,7413daf1-1697-41f1-846a-027ec579460c,,,-84.392731,33.7855030000001
122200,231535040,50922618429,6/2/2023 4:02:28 PM,5/25/2023 1:15:00 PM,5/25/2023 1:30:00 PM,Thursday,5,5,503,75 14TH ST NE,Government/ Public Building,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Day Watch,-84.38536,33.78652,Midtown,E,2,Part II,,b92238e6-ced3-460d-b550-612a40be66b3,,,-84.3853599999999,33.7865200000001
122203,231530803,50922884932,6/2/2023 4:40:11 PM,6/2/2023 3:00:00 PM,6/2/2023 3:19:00 PM,Friday,6,2,206,46 PEACHTREE WAY NE,Church/ Synagogue/ Temple/ Mosque,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.386053,33.827778,Peachtree Heights East,B,7,Part II,,ddabe48f-57a6-40f4-99cb-bd79d018775b,,,-84.3860529999999,33.827778
122204,231535042,50922883512,6/2/2023 4:52:50 PM,5/24/2023 4:00:00 PM,5/24/2023 4:00:00 PM,Wednesday,4,4,402,1223 BRIDGES AVE SW,Bank - Savings and Loan,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.427797,33.726647,Bush Mountain,S,4,Part II,,660f941a-48f4-42ad-ba73-007a5465a5a2,,,-84.4277969999999,33.7266470000001
122209,231530889,50922920804,6/2/2023 4:53:04 PM,6/2/2023 6:00:00 AM,6/2/2023 10:00:00 AM,Friday,6,2,204,1150 COLLIER RD NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.424945,33.811161,Underwood Hills,D,9,Part II,,b94700a7-132a-4ea1-b4f6-bfc3d5f60119,,,-84.424945,33.811161
122217,231530928,50923652496,6/2/2023 5:19:21 PM,6/1/2023 4:00:00 PM,6/2/2023 4:00:00 PM,Thursday,5,2,209,4279 ROSWELL RD NE,Specialty Store,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Day Watch,-84.379302,33.871154,North Buckhead,B,7,Part II,,8155f93d-a9f5-4fa2-b92e-832c99039aa1,,,-84.3793019999999,33.871154
122215,231530879,50923072905,6/2/2023 5:20:58 PM,6/2/2023 12:00:00 AM,6/2/2023 4:00:00 PM,Thursday,5,3,301,715 ELBERT ST SW,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Evening Watch,-84.411108,33.728677,Adair Park,V,12,Part I,,313aca09-0580-482f-b978-b92f4fe52100,,,-84.411108,33.7286770000001
122212,231530970,50923131299,6/2/2023 5:22:09 PM,6/2/2023 3:27:00 PM,6/2/2023 6:08:00 PM,Friday,6,6,604,375 HIGHLAND AVE NE,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.376045,33.760934,Old Fourth Ward,M,5,Part I,,8f297386-00b5-4b3a-9601-59975160ec92,,,-84.376045,33.7609340000001
122214,231530640,50923107845,6/2/2023 5:26:01 PM,6/2/2023 1:00:00 PM,6/2/2023 3:00:00 PM,Friday,6,1,110,970 N EUGENIA PL NW,Residence/ Home / Apartment / Condo,23D,Theft From Building,PROPERTY,N,,,Day Watch,-84.451995,33.781547,Grove Park,J,9,Part I,,d55b677f-df05-4e08-a388-9f7362fc5d63,,,-84.451995,33.781547
122211,231530939,50923174236,6/2/2023 5:36:30 PM,6/2/2023 3:55:00 PM,6/2/2023 4:05:00 PM,Friday,6,6,605,790 BERNE ST SE,Government/ Public Building,13C,Intimidation,PERSON,N,,,Day Watch,-84.361392,33.737097,Grant Park,W,1,Part II,1,87c38a95-ee48-4317-9fac-55849fcc3e67,,,-84.361392,33.7370970000001
122210,231535045,50923174838,6/2/2023 5:42:22 PM,4/5/2023 8:35:00 PM,5/5/2023 8:35:00 PM,Wednesday,4,4,402,590 CASCADE AVE SW,Cyberspace,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Evening Watch,-84.434472,33.738254,West End,T,4,Part II,,2326e676-8e00-4b88-a510-86f84e6c15e6,,,-84.434472,33.738254
122216,231530910,50923538458,6/2/2023 5:42:36 PM,6/2/2023 4:00:00 PM,6/2/2023 4:18:00 PM,Friday,6,1,106,1100 CHURCH ST NW,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.423323,33.784022,Knight Park/Howell Station,K,3,Part II,,2996349c-215b-4903-b8f2-1e6424dc2ac3,,,-84.423323,33.784022
122224,231530783,50923409550,6/2/2023 6:04:05 PM,5/26/2023 6:30:00 AM,6/2/2023 6:14:00 PM,Friday,6,2,206,41 IRBY AVE NW,Bar/ Nightclub,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Morning Watch,-84.380255,33.841522,South Tuxedo Park,B,8,Part II,,dffda213-07a4-4d27-84dd-7dfc12536545,,,-84.380255,33.8415220000001
122225,231531001,50923485315,6/2/2023 6:09:41 PM,6/2/2023 10:45:00 AM,6/2/2023 3:55:00 PM,Friday,6,5,507,400 GRAY ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.401587,33.766097,Downtown,M,3,Part I,,43c6fd8d-c62a-44e9-97e9-bb3bdf7916f9,,,-84.4015869999999,33.7660970000001
122220,231535046,50923397503,6/2/2023 6:12:39 PM,5/21/2023 11:00:00 PM,5/23/2023 2:30:00 AM,Sunday,1,5,505,860 PEACHTREE ST NE,Restaurant,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Evening Watch,-84.385473,33.778433,Midtown,E,2,Part II,,4c87e1bf-84b4-4c43-b903-b4316b4fa900,,,-84.385473,33.7784330000001
122222,231535047,50923461294,6/2/2023 6:22:30 PM,8/8/2022 4:50:00 AM,5/6/2023 4:50:00 AM,Monday,2,5,510,112 COURTLAND ST NE,Residence/ Home / Apartment / Condo,26C,Impersonation,PROPERTY,N,,,Morning Watch,-84.384874,33.757454,Downtown,M,5,Part II,,ef3d50d9-fc93-4956-8a0c-1a29c1c3a076,,,-84.384874,33.7574540000001
122221,231535048,50923462018,6/2/2023 6:22:37 PM,5/10/2023 1:55:00 PM,5/26/2023 1:55:00 PM,Wednesday,4,1,109,2315 DONALD LEE HOLLOWELL PKWY NW,Cyberspace,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.460721,33.77728,Center Hill,J,9,Part II,,d6554d5f-ffbc-4c3f-8fd8-5b2f21850789,,,-84.460721,33.7772800000001
122218,231535049,50923526336,6/2/2023 6:32:33 PM,5/26/2023 3:00:00 PM,5/26/2023 3:00:00 PM,Friday,6,2,210,23 LENOX POINTE NE,Other/Unknown,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.354926,33.825652,Pine Hills,B,7,Part II,,dd197db8-6fe9-45f0-bc58-43b7cb91d426,,,-84.354926,33.825652
122219,231535050,50923526911,6/2/2023 6:32:41 PM,7/6/2019 4:00:00 AM,7/7/2019 3:59:00 AM,Saturday,7,6,602,699 PONCE DE LEON AVE NE,Other/Unknown,26C,Impersonation,PROPERTY,N,,,Morning Watch,-84.364127,33.772917,Poncey-Highland,N,2,Part II,,5ff2972d-1618-4626-a020-96731e7646d2,,,-84.3641269999999,33.7729170000001
122229,231530846,50923793992,6/2/2023 6:48:02 PM,4/18/2023 2:00:00 PM,6/2/2023 7:12:00 PM,Tuesday,3,6,613,1445 MONROE DR NE,Residence/ Home / Apartment / Condo,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Day Watch,-84.366453,33.794086,Morningside/Lenox Park,F,6,Part II,,96a7d6be-3174-40e6-9a17-b48f17bb5db4,,,-84.366453,33.794086
122226,231531150,50923679121,6/2/2023 6:51:40 PM,6/2/2023 2:00:00 PM,6/2/2023 6:54:00 PM,Friday,6,2,210,2318 PINE HEIGHTS DR NE,Residence/ Home / Apartment / Condo,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.356186,33.829252,Pine Hills,B,7,Part II,,c7a246f4-dfb4-4edd-a796-2b86c23c8dfe,,,-84.356186,33.8292520000001
122232,231531127,50923789292,6/2/2023 7:06:17 PM,5/11/2023 4:00:00 PM,5/16/2023 4:00:00 PM,Thursday,5,2,206,2575 PEACHTREE RD NE,Other/Unknown,250,Counterfeiting/Forgery,PROPERTY,N,,,Evening Watch,-84.386739,33.825588,Peachtree Heights East,B,7,Part II,,819e8ddc-befc-44af-a7c9-14abab223ca0,,,-84.386739,33.825588
122230,231530763,50923841156,6/2/2023 7:10:24 PM,6/2/2023 1:00:00 AM,6/2/2023 2:00:00 PM,Thursday,5,2,204,2167 BOLTON DR NW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.44103,33.815771,Bolton,D,9,Part I,,a4dd43d0-73f5-47fc-95e8-4a992036ea88,,,-84.44103,33.815771
122231,231531055,50923888578,6/2/2023 7:20:32 PM,6/2/2023 9:09:00 AM,6/2/2023 7:20:00 PM,Friday,6,3,307,317 FAIR DR SW,Field/ Woods,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.399482,33.702731,Lakewood Heights,Y,12,Part I,,63531ce6-37e2-4a43-b5e6-656ca6c7db87,,,-84.399482,33.702731
122233,231530880,50923939175,6/2/2023 7:32:42 PM,6/1/2023 2:00:00 PM,6/2/2023 7:37:00 PM,Thursday,5,2,205,453 ARGONNE DR NW,Residence/ Home / Apartment / Condo,26A,False Pretenses/Swindle/Confidence Game,PROPERTY,N,,,Day Watch,-84.402248,33.83635,Arden/Habersham,C,8,Part II,,48b2c021-dc1e-4efb-a535-6d367c81056e,,,-84.402248,33.83635
122228,231531106,50924076840,6/2/2023 7:48:23 PM,,,Friday,6,6,605,275 MEMORIAL DR SE,Liquor Store,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.378544,33.746725,Grant Park,W,1,Part I,,365d8d9c-7c29-4303-b4fb-bf67bcba54fa,,,-84.378544,33.746725
